,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
1151,ICSA-17-045-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-045-02,17,"['CVE-2017-5174', 'CVE-2017-5173']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5174', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5173']",Remotely exploitable/low-skill level to exploit,Schneider Electric,Modicon M340 PLC,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Defense Industrial Base; Energy; Government Facilities; Nuclear Reactors, Materials, and Waste; Transportation Systems; Water and Wastewater Systems","United States, China, Russia, and India",France,[]
1152,ICSA-17-045-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-045-03,17,['CVE-2017-2684'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-2684'],Remotely exploitable/low skill level to exploit,Siemens,SIMATIC,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1153,ICSA-17-040-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-040-01,17,"['CVE-2017-5168', 'CVE-2017-5169']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5168', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5169']",Remotely exploitable/low skill level to exploit,Siemens,SIMATIC,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1154,ICSA-17-038-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-038-01,17,['CVE-2017-5161'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5161'],Remotely exploitable/low skill level to exploit,Siemens,SIMATIC,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1155,ICSMA-17-017-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-017-01,17,['CVE-2016-8375b'],[],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1156,ICSA-17-033-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-033-01,17,"['CVE-2017-5139b', 'CVE-2017-5140e', 'CVE-2017-5142k', 'CVE-2017-5141h', 'CVE-2017-5143n']",[],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1157,ICSA-17-031-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-031-01A,17,"['CVE-2017-5166', 'CVE-2017-5165', 'CVE-2017-5164', 'CVE-2017-5167', 'CVE-2017-5162']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5164', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5162', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5165', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5166', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5167']",Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1158,ICSA-17-031-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-031-02,17,['CVE-2016-8341'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8341'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1159,ICSA-17-026-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-026-01,17,['CVE-2016-9357b'],[],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1160,ICSA-17-026-02A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-026-02A,17,"['CVE-2017-5163', 'CVE-2017-6038', 'CVE-2017-6040', 'CVE-2017-6036']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5163', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-6036', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-6038', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-6040']",Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1161,ICSA-17-024-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-024-01,17,['CVE-2017-5155'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5155'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1162,ICSA-17-019-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-019-01A,17,"['CVE-2017-5157', 'CVE-2017-7689']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5157', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-7689']",Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1163,ICSA-17-017-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-017-01,17,['CVE-2017-5159'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5159'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1164,ICSA-16-336-05B,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-05B,16,['CVE-2016-9360b'],[],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1165,ICSA-17-012-01,https://us-cert.cisa.gov//ics/advisories/ICSA-17-012-01,17,"['CVE-2017-5154', 'CVE-2017-5152']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5154', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5152']",Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1166,ICSA-17-012-02,https://us-cert.cisa.gov//ics/advisories/ICSA-17-012-02,17,['CVE-2017-5151'],['https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5151'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1167,ICSA-17-012-03,https://us-cert.cisa.gov//ics/advisories/ICSA-17-012-03,17,"['CVE-2017-5146', 'CVE-2017-5145', 'CVE-2017-5144']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5144', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5145', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5146']",Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1168,ICSA-17-010-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-17-010-01A,17,['CVE-2017-5153'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5153'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1169,ICSMA-17-009-01A,https://us-cert.cisa.gov//ics/advisories/ICSMA-17-009-01A,17,"['CVE-2017-5149b', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5149']",['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5149'],Remotely exploitable/low skill level to exploit,Siemens,Users are advised to exercise diligence in implementing a physical asset management program that involves tracking and inventorying equipment.,Not Found," Chemical, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,Germany,[]
1170,ICSA-16-343-05,https://us-cert.cisa.gov//ics/advisories/ICSA-16-343-05,16,['CVE-2016-9343'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-9343'],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1171,ICSA-16-336-06,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-06,16,"['CVE-2016-9334b', 'CVE-2016-9338e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1172,ICSA-16-357-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-357-01,16,['CVE-2016-9364b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1173,ICSA-16-357-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-357-02,16,['CVE-2016-9362b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1174,ICSA-16-355-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-355-01,16,['CVE-2016-9154b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1175,ICSA-16-350-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-350-01,16,['CVE-2016-8377b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1176,ICSA-16-350-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-350-02,16,"['CVE-2016-5801e', 'CVE-2016-5786b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1177,ICSA-16-348-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-348-01,16,"['CVE-2016-5813e', 'CVE-2016-5811b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1178,ICSA-16-348-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-348-02,16,"['CVE-2016-9356e', 'CVE-2016-9354b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1179,ICSA-16-348-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-348-03,16,"['CVE-2016-5805b', 'CVE-2016-5802e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1180,ICSA-16-348-04,https://us-cert.cisa.gov//ics/advisories/ICSA-16-348-04,16,['CVE-2016-9160b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1181,ICSA-16-343-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-343-01,16,"['CVE-2016-9346e', 'CVE-2016-9344b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1182,ICSA-16-343-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-343-02,16,['CVE-2016-5782b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1183,ICSA-16-343-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-343-03,16,['CVE-2016-2274b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1184,ICSA-16-343-04,https://us-cert.cisa.gov//ics/advisories/ICSA-16-343-04,16,['CVE-2016-9339b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1185,ICSA-16-341-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-341-01,16,['CVE-2016-9337b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1186,ICSA-16-231-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-231-01,16,['CVE-2016-5817c'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1187,ICSA-16-336-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-01,16,"['CVE-2016-8566e', 'CVE-2016-9156h', 'CVE-2016-8567b', 'CVE-2016-9157k']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1188,ICSA-16-336-02A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-02,16,"['CVE-2016-9365n', 'CVE-2016-9366q', 'CVE-2016-9371k', 'CVE-2016-9361b', 'CVE-2016-9367w', 'CVE-2016-9363h', 'CVE-2016-9348t', 'CVE-2016-9369e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1189,ICSA-16-336-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-03,16,"['CVE-2016-8368e', 'CVE-2016-8370b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1190,ICSA-16-336-04,https://us-cert.cisa.gov//ics/advisories/ICSA-16-336-04,16,"['CVE-2016-9353h', 'CVE-2016-9349b', 'CVE-2016-9351e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1191,ICSMA-16-306-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-16-306-01,16,"['CVE-2016-8355b', 'CVE-2016-8358e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1192,ICSA-16-334-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-334-01,16,['CVE-2016-8348b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1193,ICSA-16-334-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-334-02,16,['CVE-2016-9345b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1194,ICSA-16-334-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-334-03,16,['CVE-2016-9347b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1195,ICSA-16-327-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-327-01,16,"['CVE-2016-8562e', 'CVE-2016-8561b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1196,ICSA-16-322-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-322-01,16,['CVE-2016-9155b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1197,ICSA-16-322-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-322-02,16,"['CVE-2016-9332b', 'CVE-2016-9333h', 'CVE-2016-8360e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1198,ICSA-16-320-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-320-01,16,"['CVE-2016-8357b', 'CVE-2016-8361e', 'CVE-2016-8378h', 'CVE-2016-8369k']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1199,ICSA-16-315-01B,https://us-cert.cisa.gov//ics/advisories/ICSA-16-315-01,16,['CVE-2016-5803b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1200,ICSA-16-313-01,https://us-cert.cisa.gov//ics/advisories/ICSA-313-01,16,"['CVE-2016-8380h', 'CVE-2016-8366b', 'CVE-2016-8371e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1201,ICSA-16-313-03,https://us-cert.cisa.gov//ics/advisories/ICS-VU-313-03,16,['CVE-2016-8365b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1202,ICSA-16-308-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-308-01,16,"['CVE-2016-8363e', 'CVE-2016-8362b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1203,ICSA-16-308-02B,https://us-cert.cisa.gov//ics/advisories/ICSA-16-308-02,16,"['CVE-2016-8374e', 'CVE-2016-8367b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1204,ICSA-16-308-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-308-03,16,"['CVE-2016-5815e', 'CVE-2016-5809b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1205,ICSA-16-306-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-306-01,16,['CVE-2016-8352b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1206,ICSA-16-306-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-306-02,16,['CVE-2016-8364b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1207,ICSA-16-306-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-306-03,16,['CVE-2016-8354b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1208,ICSA-16-301-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-301-01,16,['CVE-2016-8344b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1209,ICSA-16-299-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-299-01,16,['CVE-2016-7987b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1210,ICSA-16-294-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-294-01,16,['CVE-2016-8346b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1211,ICSA-16-292-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-292-01,16,['CVE-2016-5818b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1212,ICSA-16-287-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-01,16,['CVE-2016-8353b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1213,ICSA-16-287-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-02,16,"['CVE-2016-8563b', 'CVE-2016-8564e', 'CVE-2016-8565h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1214,ICSA-16-287-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-03,16,"['CVE-2016-7959b', 'CVE-2016-7960e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1215,ICSA-16-287-04,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-04,16,"['CVE-2016-6380i', 'CVE-2016-6385l', 'CVE-2016-6393c', 'CVE-2016-6382f']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1216,ICSA-16-287-05A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-05,16,"['CVE-2016-8379h', 'CVE-2016-8372e', 'CVE-2016-8359b', 'CVE-2016-8350k']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1217,ICSA-16-287-06,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-06,16,"['CVE-2016-5800h', 'CVE-2016-5796b', 'CVE-2016-5798e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1218,ICSA-16-287-07A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-287-07,16,"['CVE-2016-8356b', 'CVE-2016-8376e', 'CVE-2016-0872k', 'CVE-2016-8347h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1219,ICSA-16-252-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-252-01,16,['CVE-2016-5788b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
